datetime,BTCUSDT_close,ETHUSDT_close,XRPUSDT_close,SOLUSDT_close,DOGEUSDT_close
2020-02-02 16:00:00,9427.75,191.21,0.25452,,0.002472
2020-02-02 17:00:00,9430.73,191.12,0.25384,,0.0024767
2020-02-02 18:00:00,9442.75,191.6,0.25357,,0.0024744
2020-02-02 19:00:00,9438.08,191.5,0.25413,,0.0024603
2020-02-02 20:00:00,9437.55,192.23,0.25592,,0.002461
2020-02-02 21:00:00,9441.5,191.5,0.25667,,0.0024705
2020-02-02 22:00:00,9380.0,189.18,0.25226,,0.0024538
2020-02-02 23:00:00,9331.51,188.44,0.25093,,0.0024406
2020-02-03 00:00:00,9411.09,191.72,0.25507,,0.0024612
2020-02-03 01:00:00,9510.76,192.23,0.25459,,0.002481
2020-02-03 02:00:00,9376.3,190.38,0.25127,,0.0024548
2020-02-03 03:00:00,9385.59,191.39,0.25198,,0.0024612
2020-02-03 04:00:00,9392.91,190.9,0.25209,,0.0024638
2020-02-03 05:00:00,9401.8,191.25,0.25411,,0.0024462
2020-02-03 06:00:00,9395.34,191.09,0.25293,,0.0024483
2020-02-03 07:00:00,9368.16,190.04,0.25234,,0.002455
2020-02-03 08:00:00,9371.22,190.09,0.25346,,0.0024494
2020-02-03 09:00:00,9344.16,188.9,0.25116,,0.0024467
2020-02-03 10:00:00,9312.93,187.98,0.24953,,0.0024215
2020-02-03 11:00:00,9351.48,189.84,0.25174,,0.0024363
2020-02-03 12:00:00,9347.12,189.93,0.25122,,0.0024324
2020-02-03 13:00:00,9331.05,188.83,0.24998,,0.0024273
2020-02-03 14:00:00,9353.61,189.68,0.25189,,0.0024409
2020-02-03 15:00:00,9270.0,187.58,0.2473,,0.0024276
2020-02-03 16:00:00,9263.67,187.88,0.24786,,0.0024384
2020-02-03 17:00:00,9293.37,188.93,0.24945,,0.0024349
2020-02-03 18:00:00,9308.37,189.67,0.25035,,0.0024254
2020-02-03 19:00:00,9316.7,190.17,0.25054,,0.0024208
2020-02-03 20:00:00,9318.04,190.46,0.2528,,0.0024185
2020-02-03 21:00:00,9287.58,189.61,0.25168,,0.0024226
2020-02-03 22:00:00,9274.05,189.31,0.25167,,0.0024208
2020-02-03 23:00:00,9292.24,189.69,0.25453,,0.0024156
2020-02-04 00:00:00,9330.09,190.76,0.25622,,0.002425
2020-02-04 01:00:00,9275.97,189.19,0.25319,,0.002423
2020-02-04 02:00:00,9301.56,190.04,0.2547,,0.0024272
2020-02-04 03:00:00,9282.95,188.04,0.25207,,0.0024242
2020-02-04 04:00:00,9271.25,187.2,0.25097,,0.0024165
2020-02-04 05:00:00,9289.34,188.15,0.25213,,0.0024174
2020-02-04 06:00:00,9274.77,188.14,0.2522,,0.0024257
2020-02-04 07:00:00,9278.63,188.28,0.25151,,0.002413
2020-02-04 08:00:00,9239.8,186.99,0.25019,,0.0024194
2020-02-04 09:00:00,9172.16,185.64,0.24859,,0.0023992
2020-02-04 10:00:00,9170.92,185.42,0.24998,,0.0024296
2020-02-04 11:00:00,9182.81,186.91,0.25205,,0.0024576
2020-02-04 12:00:00,9133.41,185.59,0.25059,,0.0024136
2020-02-04 13:00:00,9157.85,185.82,0.25035,,0.0024105
2020-02-04 14:00:00,9153.51,186.65,0.26063,,0.0024162
2020-02-04 15:00:00,9206.47,188.37,0.26766,,0.0024205
2020-02-04 16:00:00,9225.4,189.24,0.26746,,0.0024446
2020-02-04 17:00:00,9228.0,189.15,0.26492,,0.0024576
2020-02-04 18:00:00,9195.57,188.69,0.26413,,0.0024693
2020-02-04 19:00:00,9186.37,187.92,0.26565,,0.0024812
2020-02-04 20:00:00,9204.64,188.22,0.26682,,0.002499
2020-02-04 21:00:00,9169.09,188.09,0.2658,,0.0024966
2020-02-04 22:00:00,9202.48,189.28,0.26504,,0.0024904
2020-02-04 23:00:00,9197.02,188.91,0.26737,,0.0025169
2020-02-05 00:00:00,9224.65,189.63,0.2741,,0.0026
2020-02-05 01:00:00,9189.6,188.46,0.2703,,0.0025682
2020-02-05 02:00:00,9226.98,189.5,0.27421,,0.0025802
2020-02-05 03:00:00,9239.19,189.86,0.27461,,0.0025863
2020-02-05 04:00:00,9244.35,190.3,0.27955,,0.0025825
2020-02-05 05:00:00,9276.43,191.18,0.28065,,0.002599
2020-02-05 06:00:00,9267.0,191.07,0.27872,,0.0025985
2020-02-05 07:00:00,9274.53,190.87,0.27849,,0.0025669
2020-02-05 08:00:00,9258.53,191.39,0.27896,,0.0025606
2020-02-05 09:00:00,9254.68,191.23,0.2795,,0.0025846
2020-02-05 10:00:00,9383.46,195.19,0.27373,,0.0025823
2020-02-05 11:00:00,9418.48,197.53,0.27441,,0.002576
2020-02-05 12:00:00,9451.17,196.3,0.27317,,0.0025569
2020-02-05 13:00:00,9448.87,197.52,0.27642,,0.0025792
2020-02-05 14:00:00,9445.62,197.5,0.27686,,0.0025793
2020-02-05 15:00:00,9485.08,198.86,0.27808,,0.0025885
2020-02-05 16:00:00,9563.0,199.94,0.27662,,0.0026033
2020-02-05 17:00:00,9560.52,201.03,0.27837,,0.0026063
2020-02-05 18:00:00,9657.11,203.31,0.27821,,0.002608
2020-02-05 19:00:00,9655.99,202.02,0.2765,,0.0026036
2020-02-05 20:00:00,9672.87,203.49,0.2768,,0.0026085
2020-02-05 21:00:00,9692.5,206.68,0.27826,,0.002597
2020-02-05 22:00:00,9635.0,204.76,0.279,,0.0025798
2020-02-05 23:00:00,9612.04,203.78,0.27774,,0.0025826
2020-02-06 00:00:00,9550.59,203.14,0.27405,,0.0025729
2020-02-06 01:00:00,9634.5,204.26,0.27647,,0.0025909
2020-02-06 02:00:00,9582.97,203.18,0.27534,,0.002589
2020-02-06 03:00:00,9635.7,206.53,0.28074,,0.0026032
2020-02-06 04:00:00,9644.84,205.93,0.28286,,0.002603
2020-02-06 05:00:00,9637.15,206.78,0.28082,,0.002625
2020-02-06 06:00:00,9649.07,207.32,0.28154,,0.0026344
2020-02-06 07:00:00,9628.8,209.26,0.28136,,0.0026606
2020-02-06 08:00:00,9645.9,209.37,0.2829,,0.002622
2020-02-06 09:00:00,9662.24,209.77,0.28244,,0.0026336
2020-02-06 10:00:00,9678.5,210.42,0.28152,,0.0026376
2020-02-06 11:00:00,9698.89,210.41,0.28112,,0.0026351
2020-02-06 12:00:00,9825.22,214.97,0.28296,,0.0026542
2020-02-06 13:00:00,9744.19,210.68,0.27533,,0.0026244
2020-02-06 14:00:00,9824.3,213.62,0.28051,,0.0026625
2020-02-06 15:00:00,9786.88,212.41,0.27916,,0.0026453
2020-02-06 16:00:00,9788.64,213.48,0.2797,,0.0026587
2020-02-06 17:00:00,9771.57,213.13,0.28399,,0.0026516
2020-02-06 18:00:00,9769.18,212.88,0.28237,,0.0026605
2020-02-06 19:00:00,9747.29,211.83,0.28233,,0.0026553
2020-02-06 20:00:00,9783.43,213.4,0.28242,,0.0026594
2020-02-06 21:00:00,9750.19,213.69,0.28325,,0.0026565
2020-02-06 22:00:00,9692.7,211.47,0.2809,,0.0026436
2020-02-06 23:00:00,9772.0,213.19,0.28325,,0.0026654
2020-02-07 00:00:00,9791.15,217.73,0.28499,,0.0026611
2020-02-07 01:00:00,9808.04,219.31,0.28575,,0.002675
2020-02-07 02:00:00,9800.0,219.29,0.28504,,0.0026626
2020-02-07 03:00:00,9779.78,217.2,0.28261,,0.0026604
2020-02-07 04:00:00,9792.12,218.55,0.28297,,0.0026632
2020-02-07 05:00:00,9756.7,217.73,0.28098,,0.0026723
2020-02-07 06:00:00,9779.74,218.06,0.28235,,0.0026754
2020-02-07 07:00:00,9801.83,218.96,0.28196,,0.002695
2020-02-07 08:00:00,9773.08,218.0,0.2817,,0.0026965
2020-02-07 09:00:00,9793.48,218.91,0.28352,,0.0027101
2020-02-07 10:00:00,9816.57,222.23,0.28375,,0.00274
2020-02-07 11:00:00,9809.33,220.4,0.28191,,0.0027155
2020-02-07 12:00:00,9755.88,218.79,0.27936,,0.0027527
2020-02-07 13:00:00,9782.04,220.49,0.28073,,0.0027423
2020-02-07 14:00:00,9823.22,222.48,0.28162,,0.0027133
2020-02-07 15:00:00,9802.02,221.59,0.27981,,0.0027116
2020-02-07 16:00:00,9798.39,221.74,0.27977,,0.00274
2020-02-07 17:00:00,9781.03,220.9,0.27832,,0.0027588
2020-02-07 18:00:00,9799.35,222.29,0.27952,,0.0027699
2020-02-07 19:00:00,9775.59,221.41,0.27977,,0.002771
2020-02-07 20:00:00,9741.49,219.14,0.27832,,0.0027579
2020-02-07 21:00:00,9759.0,219.91,0.27794,,0.0027616
2020-02-07 22:00:00,9810.88,222.27,0.27885,,0.0027654
2020-02-07 23:00:00,9813.73,223.33,0.27953,,0.0027888
2020-02-08 00:00:00,9790.0,221.19,0.2754,,0.0028138
2020-02-08 01:00:00,9786.43,221.36,0.27524,,0.0027975
2020-02-08 02:00:00,9729.08,216.6,0.26972,,0.00279
2020-02-08 03:00:00,9714.11,217.32,0.27037,,0.0027465
2020-02-08 04:00:00,9757.11,220.02,0.27381,,0.0028198
2020-02-08 05:00:00,9760.99,220.43,0.27479,,0.00283
2020-02-08 06:00:00,9762.97,220.29,0.27458,,0.0028553
2020-02-08 07:00:00,9771.39,220.45,0.2744,,0.0028843
2020-02-08 08:00:00,9805.49,225.12,0.27946,,0.0029548
2020-02-08 09:00:00,9809.31,224.6,0.27898,,0.0030005
2020-02-08 10:00:00,9796.28,225.24,0.27895,,0.0029432
2020-02-08 11:00:00,9810.02,226.18,0.2788,,0.00296
2020-02-08 12:00:00,9810.15,225.69,0.27867,,0.0030161
2020-02-08 13:00:00,9793.51,225.74,0.27796,,0.0030359
2020-02-08 14:00:00,9840.99,226.79,0.27871,,0.003207
2020-02-08 15:00:00,9829.47,225.1,0.2766,,0.003164
2020-02-08 16:00:00,9858.41,225.45,0.27818,,0.0031899
2020-02-08 17:00:00,9862.19,224.19,0.27648,,0.0030809
2020-02-08 18:00:00,9841.76,223.26,0.27679,,0.0030905
2020-02-08 19:00:00,9862.69,224.8,0.27759,,0.0031422
2020-02-08 20:00:00,9856.87,223.46,0.27799,,0.0031685
2020-02-08 21:00:00,9914.67,222.83,0.27864,,0.0031383
2020-02-08 22:00:00,9913.26,223.96,0.27803,,0.0031625
2020-02-08 23:00:00,9895.05,223.05,0.27735,,0.003171
2020-02-09 00:00:00,9936.95,226.52,0.28009,,0.0032255
2020-02-09 01:00:00,9938.9,225.98,0.27932,,0.0032474
2020-02-09 03:00:00,10052.63,228.53,0.28116,,0.0033279
2020-02-09 04:00:00,10091.27,227.72,0.28055,,0.00353
2020-02-09 05:00:00,10099.99,228.4,0.28353,,0.0034561
2020-02-09 06:00:00,10096.76,228.3,0.28519,,0.00333
2020-02-09 07:00:00,10127.87,229.66,0.28566,,0.00335
2020-02-09 08:00:00,10110.93,228.99,0.28291,,0.0034734
2020-02-09 09:00:00,10075.0,227.9,0.28108,,0.0033808
2020-02-09 10:00:00,10121.59,228.9,0.28361,,0.0033783
2020-02-09 11:00:00,10109.52,228.1,0.28229,,0.0034115
2020-02-09 12:00:00,10126.5,228.45,0.28193,,0.0033652
2020-02-09 13:00:00,10098.36,227.21,0.28106,,0.0033404
2020-02-09 14:00:00,10084.35,226.18,0.27964,,0.003304
2020-02-09 15:00:00,10097.1,226.84,0.27982,,0.0032034
2020-02-09 16:00:00,10112.03,227.83,0.28125,,0.003264
2020-02-09 17:00:00,10090.42,226.56,0.28146,,0.0032571
2020-02-09 18:00:00,10078.3,226.13,0.28069,,0.0031345
2020-02-09 19:00:00,10074.85,226.76,0.28066,,0.0031541
2020-02-09 20:00:00,10064.3,224.84,0.27974,,0.0031908
2020-02-09 21:00:00,10084.98,225.49,0.27995,,0.0031579
2020-02-09 22:00:00,10126.17,227.89,0.2837,,0.0032166
2020-02-09 23:00:00,10151.75,228.49,0.28257,,0.0032235
2020-02-10 00:00:00,10184.19,228.86,0.28301,,0.0032606
2020-02-10 01:00:00,10133.32,226.96,0.28079,,0.0032665
2020-02-10 02:00:00,10120.59,226.71,0.28085,,0.0032408
2020-02-10 03:00:00,10090.47,225.41,0.27903,,0.0031389
2020-02-10 04:00:00,10055.96,224.43,0.27868,,0.0031094
2020-02-10 05:00:00,9835.71,220.83,0.2731,,0.0030118
2020-02-10 06:00:00,9955.91,223.22,0.276,,0.0030452
2020-02-10 07:00:00,9968.99,223.64,0.27588,,0.0030909
2020-02-10 08:00:00,9892.56,220.94,0.2724,,0.0030706
2020-02-10 09:00:00,9835.2,219.13,0.27071,,0.0029709
2020-02-10 10:00:00,9847.78,220.16,0.27222,,0.0029958
2020-02-10 11:00:00,9821.43,218.65,0.27132,,0.002964
2020-02-10 12:00:00,9845.86,219.95,0.27225,,0.0029474
2020-02-10 13:00:00,9822.61,219.57,0.27224,,0.0029347
2020-02-10 14:00:00,9886.63,223.41,0.27495,,0.0030241
2020-02-10 15:00:00,9865.05,223.34,0.27439,,0.0030363
2020-02-10 16:00:00,9832.49,221.93,0.2728,,0.0029959
2020-02-10 17:00:00,9846.42,222.92,0.27318,,0.0029803
2020-02-10 18:00:00,9842.26,221.7,0.27323,,0.0029599
2020-02-10 19:00:00,9829.56,220.9,0.273,,0.0029441
2020-02-10 20:00:00,9852.43,222.67,0.27397,,0.0029405
2020-02-10 21:00:00,9869.6,222.53,0.27416,,0.0029565
2020-02-10 22:00:00,9842.83,223.42,0.27284,,0.0029563
2020-02-10 23:00:00,9851.83,222.89,0.27338,,0.0029663
2020-02-11 00:00:00,9779.69,220.49,0.27093,,0.0029115
2020-02-11 01:00:00,9814.07,220.45,0.27132,,0.0029276
2020-02-11 02:00:00,9759.76,219.24,0.27032,,0.0028946
2020-02-11 03:00:00,9733.39,219.03,0.26805,,0.0028941
2020-02-11 04:00:00,9749.12,218.63,0.26872,,0.0028474
2020-02-11 05:00:00,9754.01,219.23,0.26954,,0.0028774
2020-02-11 06:00:00,9765.38,219.8,0.27004,,0.0028805
2020-02-11 07:00:00,9739.94,218.61,0.26923,,0.0028998
2020-02-11 08:00:00,9789.88,220.6,0.27163,,0.002905
2020-02-11 09:00:00,9780.35,221.23,0.27164,,0.0029195
2020-02-11 10:00:00,9786.87,221.09,0.27194,,0.0029381
2020-02-11 11:00:00,9801.04,222.6,0.27295,,0.0029471
2020-02-11 12:00:00,9847.74,223.21,0.27301,,0.0029591
2020-02-11 13:00:00,9871.43,223.41,0.27308,,0.0029762
2020-02-11 14:00:00,9857.95,222.52,0.27238,,0.0029601
2020-02-11 15:00:00,10164.99,228.8,0.2775,,0.0030829
2020-02-11 16:00:00,10220.12,231.54,0.27981,,0.0030503
2020-02-11 17:00:00,10280.0,236.29,0.28097,,0.0030668
2020-02-11 18:00:00,10206.22,236.48,0.28008,,0.0030166
2020-02-11 19:00:00,10247.73,238.09,0.28077,,0.003055
2020-02-11 20:00:00,10222.04,237.78,0.28163,,0.00303
2020-02-11 21:00:00,10199.73,236.46,0.2801,,0.0030212
2020-02-11 22:00:00,10204.0,236.99,0.28013,,0.0030429
2020-02-11 23:00:00,10223.08,236.69,0.281,,0.00303
2020-02-12 00:00:00,10318.97,247.07,0.28527,,0.0030721
2020-02-12 01:00:00,10279.4,244.46,0.28562,,0.0030767
2020-02-12 02:00:00,10252.94,243.91,0.28471,,0.0030799
2020-02-12 03:00:00,10263.0,244.22,0.28613,,0.003104
2020-02-12 04:00:00,10269.0,244.92,0.28716,,0.0031284
2020-02-12 05:00:00,10319.53,246.69,0.28916,,0.0031241
2020-02-12 06:00:00,10328.24,248.82,0.28953,,0.0031132
2020-02-12 07:00:00,10366.0,253.27,0.28881,,0.0031227
2020-02-12 08:00:00,10292.3,252.7,0.28827,,0.0030789
2020-02-12 09:00:00,10275.96,253.08,0.28767,,0.003067
2020-02-12 10:00:00,10305.83,254.3,0.29533,,0.0031065
2020-02-12 11:00:00,10343.4,255.61,0.29641,,0.0031151
2020-02-12 12:00:00,10336.39,255.57,0.2989,,0.0030994
2020-02-12 13:00:00,10370.0,256.21,0.30099,,0.0031203
2020-02-12 14:00:00,10346.12,255.88,0.29881,,0.00312
2020-02-12 15:00:00,10314.56,254.25,0.29498,,0.0030941
2020-02-12 16:00:00,10339.77,262.0,0.29948,,0.0031028
2020-02-12 17:00:00,10354.91,264.73,0.30087,,0.003083
2020-02-12 18:00:00,10345.78,265.99,0.30529,,0.0030979
2020-02-12 19:00:00,10313.47,265.31,0.30071,,0.0030918
2020-02-12 20:00:00,10377.9,273.71,0.30249,,0.0030832
2020-02-12 21:00:00,10373.28,269.82,0.30262,,0.0030682
2020-02-12 22:00:00,10337.26,267.94,0.30616,,0.0030634
2020-02-12 23:00:00,10326.46,265.74,0.30427,,0.0030589
2020-02-13 00:00:00,10366.62,272.21,0.31065,,0.0030627
2020-02-13 01:00:00,10393.26,273.81,0.31657,,0.0031076
2020-02-13 02:00:00,10405.75,272.31,0.32592,,0.0031512
2020-02-13 03:00:00,10379.74,269.03,0.32264,,0.0031258
2020-02-13 04:00:00,10395.08,269.45,0.32463,,0.0031679
2020-02-13 05:00:00,10435.82,272.14,0.32879,,0.0031868
2020-02-13 06:00:00,10452.97,272.49,0.32746,,0.0031439
2020-02-13 07:00:00,10338.96,266.27,0.31643,,0.0030929
2020-02-13 08:00:00,10260.86,261.86,0.31411,,0.0030397
2020-02-13 09:00:00,10166.97,261.0,0.3099,,0.0029823
2020-02-13 10:00:00,10169.93,262.79,0.31027,,0.0030054
2020-02-13 11:00:00,10151.11,262.82,0.31363,,0.0029949
2020-02-13 12:00:00,10211.08,268.36,0.32439,,0.003026
2020-02-13 13:00:00,10199.0,268.3,0.32651,,0.0030679
2020-02-13 14:00:00,10248.93,269.78,0.32633,,0.0030367
2020-02-13 15:00:00,10254.93,270.4,0.32823,,0.0030605
2020-02-13 16:00:00,10162.74,266.7,0.32336,,0.0029866
2020-02-13 17:00:00,10199.68,267.44,0.32631,,0.0029947
2020-02-13 18:00:00,10206.44,267.34,0.32922,,0.0030144
2020-02-13 19:00:00,10250.31,269.04,0.32963,,0.0030222
2020-02-13 20:00:00,10226.61,266.42,0.32539,,0.003022
2020-02-13 21:00:00,10189.01,263.13,0.32308,,0.0029952
2020-02-13 22:00:00,10224.15,266.27,0.32723,,0.0030119
2020-02-13 23:00:00,10229.63,268.32,0.32709,,0.0030132
2020-02-14 00:00:00,10224.81,268.08,0.32756,,0.0029861
2020-02-14 01:00:00,10227.89,267.34,0.32504,,0.003002
2020-02-14 02:00:00,10260.68,267.98,0.32472,,0.0030161
2020-02-14 03:00:00,10258.7,266.76,0.32564,,0.0030264
2020-02-14 04:00:00,10221.9,266.82,0.32294,,0.0030509
2020-02-14 05:00:00,10173.25,264.48,0.31587,,0.003026
2020-02-14 06:00:00,10196.27,264.47,0.32155,,0.0030089
2020-02-14 07:00:00,10124.98,262.86,0.31786,,0.002997
2020-02-14 08:00:00,10165.14,265.83,0.32543,,0.0030027
2020-02-14 09:00:00,10223.85,268.15,0.32705,,0.0030175
2020-02-14 10:00:00,10252.96,270.31,0.32577,,0.0030588
2020-02-14 11:00:00,10269.24,270.95,0.32602,,0.0030474
2020-02-14 12:00:00,10258.57,270.73,0.3307,,0.0030611
2020-02-14 13:00:00,10252.9,270.22,0.32774,,0.0030412
2020-02-14 14:00:00,10240.23,272.09,0.32812,,0.0030652
2020-02-14 15:00:00,10249.94,272.91,0.3287,,0.00307
2020-02-14 16:00:00,10285.0,277.78,0.32993,,0.0031261
2020-02-14 17:00:00,10281.46,279.18,0.33492,,0.0031152
2020-02-14 18:00:00,10356.89,284.5,0.33758,,0.0031283
2020-02-14 19:00:00,10341.64,282.5,0.33541,,0.0031183
2020-02-14 20:00:00,10354.47,282.69,0.33443,,0.0031238
2020-02-14 21:00:00,10329.81,282.3,0.33491,,0.00311
2020-02-14 22:00:00,10346.0,283.27,0.33558,,0.0031077
2020-02-14 23:00:00,10344.36,285.15,0.33594,,0.0031067
2020-02-15 00:00:00,10333.09,285.96,0.33796,,0.0031516
2020-02-15 01:00:00,10244.5,279.28,0.33605,,0.0031401
2020-02-15 02:00:00,10240.64,280.62,0.33513,,0.0031071
2020-02-15 03:00:00,10272.39,282.1,0.33783,,0.0031238
2020-02-15 04:00:00,10260.63,281.15,0.33626,,0.003094
2020-02-15 05:00:00,10224.72,278.49,0.33245,,0.0030839
2020-02-15 06:00:00,10240.01,280.78,0.33436,,0.003091
2020-02-15 07:00:00,10221.76,279.48,0.3318,,0.0030892
2020-02-15 08:00:00,10252.8,282.63,0.33612,,0.0030868
2020-02-15 09:00:00,10256.63,283.99,0.3391,,0.0031035
2020-02-15 10:00:00,10242.99,282.78,0.33603,,0.0030979
2020-02-15 11:00:00,10229.36,281.54,0.33609,,0.0030976
2020-02-15 12:00:00,10240.0,282.91,0.33668,,0.0030899
2020-02-15 13:00:00,10236.06,282.25,0.3349,,0.0030947
2020-02-15 14:00:00,10241.65,281.76,0.334,,0.0030964
2020-02-15 15:00:00,9983.18,274.06,0.32203,,0.002992
2020-02-15 16:00:00,9903.95,267.04,0.31245,,0.002892
2020-02-15 17:00:00,9844.69,262.84,0.2973,,0.002849
2020-02-15 18:00:00,9914.13,268.78,0.3115,,0.0028789
2020-02-15 19:00:00,9893.99,266.63,0.3075,,0.0028915
2020-02-15 20:00:00,9892.89,267.26,0.31122,,0.0029258
2020-02-15 21:00:00,9923.53,268.1,0.31347,,0.0029541
2020-02-15 22:00:00,9923.82,267.31,0.31167,,0.0029454
2020-02-15 23:00:00,9904.72,264.88,0.30729,,0.0029031
2020-02-16 00:00:00,9929.31,265.85,0.31236,,0.0028897
2020-02-16 01:00:00,9931.0,267.94,0.31328,,0.0028902
2020-02-16 02:00:00,10041.53,273.48,0.31769,,0.0029263
2020-02-16 03:00:00,10000.58,271.3,0.31524,,0.0029
2020-02-16 04:00:00,10021.36,272.95,0.31646,,0.0029021
2020-02-16 05:00:00,9955.43,270.88,0.31212,,0.0028823
2020-02-16 06:00:00,9966.07,270.96,0.31281,,0.0028946
2020-02-16 07:00:00,9959.51,270.25,0.31165,,0.0028898
2020-02-16 08:00:00,9989.31,271.02,0.31304,,0.0029045
2020-02-16 09:00:00,9971.5,269.93,0.31086,,0.00291
2020-02-16 10:00:00,9935.57,266.54,0.30559,,0.002885
2020-02-16 11:00:00,9922.63,265.98,0.30583,,0.002881
2020-02-16 12:00:00,9917.42,265.67,0.30414,,0.0028676
2020-02-16 13:00:00,9938.11,266.56,0.30498,,0.0028475
2020-02-16 14:00:00,9895.2,262.51,0.29793,,0.0027934
2020-02-16 15:00:00,9858.54,258.83,0.29529,,0.002752
2020-02-16 16:00:00,9734.99,246.31,0.27708,,0.0026411
2020-02-16 17:00:00,9755.03,250.59,0.28324,,0.0026468
2020-02-16 18:00:00,9796.01,253.47,0.28521,,0.0026894
2020-02-16 19:00:00,9745.57,249.76,0.28138,,0.002656
2020-02-16 20:00:00,9781.18,252.8,0.28407,,0.002665
2020-02-16 21:00:00,9758.55,251.8,0.28322,,0.0026848
2020-02-16 22:00:00,9877.59,255.33,0.2905,,0.0026965
2020-02-16 23:00:00,9917.27,258.85,0.29224,,0.0027522
2020-02-17 00:00:00,9862.18,255.74,0.28777,,0.0027088
2020-02-17 01:00:00,9852.83,254.56,0.28522,,0.0027084
2020-02-17 02:00:00,9840.51,252.43,0.28627,,0.0027003
2020-02-17 03:00:00,9808.4,249.48,0.28069,,0.0026727
2020-02-17 04:00:00,9742.16,245.6,0.27663,,0.0026314
2020-02-17 05:00:00,9761.78,249.58,0.28008,,0.0026358
2020-02-17 06:00:00,9774.11,248.93,0.28119,,0.0026466
2020-02-17 07:00:00,9753.26,248.64,0.27909,,0.0026447
2020-02-17 08:00:00,9802.59,251.85,0.28238,,0.0026666
2020-02-17 09:00:00,9792.53,250.97,0.28219,,0.0026787
2020-02-17 10:00:00,9715.34,247.38,0.27672,,0.0026448
2020-02-17 11:00:00,9609.94,248.17,0.27559,,0.0025877
2020-02-17 12:00:00,9633.14,248.31,0.27513,,0.0025971
2020-02-17 13:00:00,9532.77,245.1,0.27128,,0.0025767
2020-02-17 14:00:00,9591.77,252.23,0.27694,,0.0025884
2020-02-17 15:00:00,9633.45,256.48,0.28175,,0.0026221
2020-02-17 16:00:00,9671.73,260.85,0.28643,,0.00268
2020-02-17 17:00:00,9640.01,258.69,0.28308,,0.002673
2020-02-17 18:00:00,9645.06,258.8,0.28266,,0.0026518
2020-02-17 19:00:00,9666.15,260.4,0.28408,,0.0026809
2020-02-17 20:00:00,9625.04,258.51,0.2815,,0.0026835
2020-02-17 21:00:00,9632.48,259.73,0.28295,,0.0026807
2020-02-17 22:00:00,9630.1,261.0,0.2828,,0.0026909
2020-02-17 23:00:00,9706.0,267.85,0.28736,,0.0026999
2020-02-18 00:00:00,9660.87,265.21,0.28334,,0.0026538
2020-02-18 01:00:00,9710.65,268.99,0.29024,,0.002722
